,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
Career,,,,,,25.0,38,,1991-03-19,,,,,,,,,,,,,,,,,0.0,11.0,0.0,0.0,,78.0,43.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Dee Ford,,,,7.0,,,,,,FordDe00,,,,,,,,,,,,,,,,,,,,,,,37.0,,Career,113,,,,,,,,,,,252,,,,,,,,,,0.0,0.0
Career,,,,,261.0,2.0,,,1996-02-09,,63.9,,,,,,,,,,,,,,,0,,,,,9.0,,6-2,,,,,,0.0,6.0,1.0,,,,,6.0,,,,28,11.0,Isaiah Ford,,,,,,,,,,FordIs00,,,,,,,,0,244,27.1,10.6,23,2.6,1.0,0.1,0.0,11.0,11.0,1.2,0,,,,,Career,,,,,36,,,,24,,,194,255,,,,,6.0,,,10.6,,
Career,,,,,3000.0,12.0,0.0,,1987-07-27,,51.4,,,,,,,,,,,,,,,10,0.0,2.0,0.0,,38.0,13.0,5-9,,,,,,4.0,1874.0,75.0,,,,,101.0,,,14.0,52,71.0,Jacoby Ford,,,,,,,,,,FordJa01,,0.0,77.0,9.0,,,,3,848,22.3,14.9,57,1.5,19.0,0.5,2.0,201.0,10.6,5.3,5,,,0.0,,Career,1.0,,,,111.0,,,,76,,,181,1049,,,,,25.0,,8.6,13.8,0.0,
Career,,,,,,9.0,21,,1983-07-20,,,,,,,,,,,,,,,,,0,4,0,0,,43.0,8.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jacob Ford,,,,2.0,,,,,,FordJa99,,,,,,,,,,,,,,,,,,,,,,,15.5,,Career,69,,,,,,,,,,,249,,,,,,,,,,0,0.0
Career,,,,,,1.0,,,1994-04-18,,60.0,,,,,,,,,,,,,,,0,,,,,2.0,1.0,5-10,,,,,,,,,,,,,,,,,8,11,Keith Ford,,,,,,,,,,FordKe00,,,,,,,,0,21,10.5,7.0,3,1.5,21,10.5,0,79,3.8,39.5,0,,,,,Career,,,,,5,,,,24,,,219,100,,,,,,,,4.2,,
Career,,,,,37,0.0,0,,1990-05-27,,,,,,,,,,,,,,,,,0,0,1,0,,12.0,,5-10,,,,,,0,37,5,,,,,11,,,,,,Michael Ford,,,,,,,,,,FordMi00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,4,,,,,,,,,,,210,,,,,,7.4,,,,0,
Career,,,,,,2.0,2,,1995-08-04,,,,,,,,,,,,,,,,,,,,,,22.0,6.0,6-0,,,0,0,,,,,,,,0,,,,,,,Mike Ford,,,,3,,,,,,FordMi01,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,32,,,,,,,,,,,198,,,,,,,,,,,0
Career,,,,,,8.0,19,,1995-11-19,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,26.0,15.0,5-11,,,0.0,0.0,,,,,,,,0.0,,,,,,,Poona Ford,,,,1.0,,,,,,FordPo00,,,,,,,,,,,,,,,,,,,,,,,0.5,,Career,34,,,,,,,,,,,310,,,,,,,,,,0.0,0.0
Career,,,,,,3.0,3,,1994-11-01,,,,,,,,,,,,,,,,,,,,,,33.0,1.0,6-0,,,,,,,,,,,,,,,,,,,Rudy Ford,,,,,,,,,,FordRu00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,13,,,,,,,,,,,204,,,,,,,,,,,
Career,,,,,,0.0,0,,1986-02-19,,,,,,,,,,,,,,,,,,,,,,3.0,,6-1,,,,,,,,,,,,,,,,,,,Trevor Ford,,,,,,,,,,FordTr00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,2,,,,,,,,,,,193,,,,,,,,,,,
Career,,,,,449.0,3.0,,,1996-04-24,,80.0,,,,,,,,,,,,,,,3,,,,,11.0,1.0,6-1,,,,,,0.0,12.0,1.0,,,,,12.0,,,,34,39,D'Onta Foreman,,,,,,,,,,ForeDO00,,,,,,,,1,111,10.1,13.9,8,0.7,85,7.7,2,326,3.8,29.6,3,,,,,Career,,,,,10,,,,93,,,236,437,,,,,12.0,,,4.7,,
Career,,,,,,44.0,0.0,,1978-09-08,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,98.0,89.0,6-3,,,,,,,,,,,,,,,,,,,Kynan Forney,,,,,,,,,,FornKy20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,,,,,,,,,,302,,,,,,,,,,0.0,
Career,,,,,,2.0,3.0,,1992-02-24,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,12.0,4.0,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Josh Forrest,,,,1.0,,,,,,ForrJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,6.0,,,,,,,,,,,249,,,,,,,,,,0.0,0.0
Career,,,,,6507.0,35.0,0.0,,1985-10-14,,72.4,,,,,,,,,,,,,,,9,0.0,2.0,0.0,,122.0,37.0,5-8,,,,,,0.0,894.0,39.0,,,,,46.0,,,29.0,47.0,81,Justin Forsett,,,,,,,,,,ForsJu00,,0.0,372.0,46.0,,,,1.0,1351.0,11.1,6.4,210.0,1.7,820,6.7,19,3890,4.7,31.9,20,,,0.0,,Career,8.0,,,,290.0,,,,1030,,,195,5241,,,,,22.9,,8.1,5.1,0.0,
Career,,,,,,0.0,1.0,,1989-09-28,,,,,,,,,,,,,,,,,,,,,,4.0,,6-3,,,,,,,,,,,,,,,,,,,Marcus Forston,,,,,,,,,,ForsMa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,2.0,,,,,,,,,,,305,,,,,,,,,,,
Career,,,,,,0.0,0.0,,1992-03-24,,,,,,,,,,,,,,,,,,,,,,3.0,,6-2,,,,,,,,,,,,,,,,,,,Khairi Fortt,,,,,,,,,,FortKh00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,,,,,,,,,,242,,,,,,,,,,,
Career,,,,,,12.0,32.0,,1990-01-03,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,77.0,11.0,6-0,,,1.0,0.0,,,,,,,,10.0,,,,,,,L.J. Fort,,,,8.0,,,,,,FortL.00,,,,,,,,,,,,,,,,,,,,,,,5.0,,Career,77.0,,,,,,,,,,,232,,,,,,,,,,0.0,10.0
Career,,0.0,0.0,,,99.0,,1.0,1985-12-10,,76.5,0.0,,,,,,,,,,,,,,22,0,5,0,,146.0,137.0,6-1,0.0,,,,0.0,,,,,,,,,0.0,,,89,68,Matt Forte,,0.0,,,0.0,0.0,0.0,0.0,0.0,FortMa00,,,,,,,39.6,21,4672,32.0,8.4,554,3.8,2356,16.1,54,9796,4.2,67.1,75,,,0.0,,Career,,,,,724,0.0,,,2910,,,221,14468,0.0,,,0.0,,,,5.0,0,
Career,,,,,,2.0,0.0,,1982-05-19,,68.8,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,35.0,16.0,6-4,,,,,,,,,,,,,,,,,27,,J.P. Foschi,,,,,,,,,,FoscJo00,,,,,,,,2,297,8.5,9.0,33,0.9,,,,,,,2,,,0.0,,Career,2.0,,,,48.0,,,,33,,,270,297,,,,,,,,9.0,0.0,
Career,,25.0,25.0,,,63.0,1.0,1.0,1986-08-24,,71.8,1.0,,,,,,,,,,,,,,18,1.0,4.0,1.0,,80.0,70.0,6-1,0.0,,,,0.0,,,,,,,,,5.0,,,78,74,Arian Foster,,5.0,,,100.0,100.0,1.0,5.0,5.0,FostAr00,,,,,,,127.1,14,2346,29.3,9.2,255,3.2,1476,18.5,54,6527,4.4,81.6,68,,,0.0,,Career,1.0,,,,355,0.0,,,1731,,,227,8873,0.0,,5.0,0.1,,,,5.1,1.0,
Career,,,,,392.0,1.0,,,1993-11-22,,60.0,,,,,,,,,,,,,,,0,,,,,16.0,,6-0,,,,,,0.0,214.0,9.0,,,,,55.0,,,,20,7.0,D.J. Foster,,,,,,,,,,FostD.01,,,,,,,,0,135,8.4,7.5,18,1.1,13.0,0.8,0.0,43.0,3.3,2.7,0,,,,,Career,,,,,30,,,,31,,,205,178,,,,,23.8,,,5.7,,
Career,,0.0,0.0,,4717.0,34.0,0.0,1.0,1980-01-10,,72.8,0.0,,,,,,,,,,,,,,18,0.0,5.0,2.0,,79.0,42.0,6-0,0.0,,,,0.0,0.0,16.0,2.0,,,,,14.0,0.0,,,47,71,DeShaun Foster,,0.0,,,0.0,0.0,0.0,0.0,0.0,FostDe00,,,,,,,39.6,5,1129,14.3,8.0,142,1.8,927,11.7,11,3570,3.9,45.2,16,,,0.0,,Career,1.0,,,,195,0.0,,,1069,,,222,4699,0.0,,,0.0,8.0,,,4.4,2.0,
Career,,,,,12.0,12.0,28,,1985-04-05,,,,,,,,,,,,,,,,,0.0,1.0,3.0,0.0,,49.0,19.0,6-2,,,0.0,0.0,,0.0,12.0,1.0,,,,0.0,12.0,,,,,,Eric Foster,,,,4.0,,,,,,FostEr20,,,,,,,,,,,,,,,,,,,,,,,6.0,,Career,89,,,,,,,,,,,265,,,,,,12.0,,,,0.0,0.0
Career,,,,,,34.0,1.0,,1980-06-09,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,68.0,57.0,6-5,,,,,,,,,,,,,,,,,,,George Foster,,,,,,,,,,FostGe20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,0.0,,,,,,,,,,,338,,,,,,,,,,0.0,
Career,,,,,,1.0,3,,1990-05-31,,,,,,,,,,,,,,,,,,,,,,17.0,,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Glenn Foster,,,,1.0,,,,,,FostGl00,,,,,,,,,,,,,,,,,,,,,,,3.0,,Career,5,,,,,,,,,,,285,,,,,,,,,,,0.0
Career,,,,,,45.0,207,,1989-03-01,,,,,,,,,,,,,,,,,0.0,4.0,6.0,4.0,,107.0,92.0,6-1,,,8.0,2.0,,,,,,,,85.0,,,,,,,Mason Foster,,,,20.0,,,,,,FostMa00,,,,,,,,,,,,,,,,,,,,,,,8.5,,Career,460,,,,,,,,,,,240,,,,,,,,,,4.0,136.0
Career,,,,,,69.0,,,1986-01-07,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,160.0,145.0,6-5,,,,,,,,,,,,,,,,,,,Ramon Foster,,,,,,,,,,FostRa21,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,328,,,,,,,,,,0.0,
Career,,,,,,8.0,17,,1994-04-04,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,6-1,,,0,0,,,,,,,,0,,,,,,,Reuben Foster,,,,2,,,,,,FostRe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,84,,,,,,,,,,,228,,,,,,,,,,,0
Career,,,,,,5.0,0.0,,1994-05-07,,48.4,,,,,,,,,,,,,,,0,,,,,26.0,5.0,6-2,,,,,,,,,,,,,,,,,75,22.0,Robert Foster,,,,,,,,,,FostRo01,,,,,,,,3,605,23.3,20.2,30,1.2,2.0,0.1,0.0,29.0,14.5,1.1,3,,,0.0,,Career,1.0,,,,62,,,,32,,,196,634,,,,,,,,19.8,,
Career,,,,,,21.0,,,1995-01-18,,77.0,,,,,,,,,,,,,,,3,0.0,3.0,0.0,,36.0,36.0,6-0,,,,,,,,,,,,,,,,,31,90,Leonard Fournette,,,,,,,,,,FourLe00,,,,,,,,2,1009,28.0,7.5,134,3.7,666,18.5,17,2631,4.0,73.1,19,,,0.0,,Career,,,,,174,,,,800,,,228,3640,,,,,,,,4.6,0.0,
Career,,,,,1116.0,8.0,1.0,,1991-06-10,,56.5,,,,,,,,,,,,,,,2,1.0,1.0,0.0,,63.0,12.0,6-1,,,,,,,,,,,,,,,,6.0,76,20.0,Bennie Fowler,,,,,,,,,,FowlBe00,,0.0,6.0,1.0,,,,6,1090,17.3,11.5,95,1.5,1.0,0.0,0.0,20.0,20.0,0.3,6,,,0.0,,Career,16.0,,,,168.0,,,,96,,,212,1110,,,,,,,6.0,11.6,0.0,
Career,,,,,,17.0,37,,1994-08-03,,,,,,,,,,,,,,,,,0.0,6.0,6.0,79.0,,63.0,21.0,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Dante Fowler,,,,12.0,,,,,,FowlDa00,,,,,,,,,,,,,,,,,,,,,,,27.5,,Career,104,,,,,,,,,,,255,,,,,,,,,,79.0,0.0
Career,,,,,,0.0,0.0,,1990-07-26,,66.7,,,,,,,,,,,,,,,0,1.0,1.0,0.0,,42.0,8.0,5-11,,,,,,,,,,,,,,,,,19,3,Jalston Fowler,,,,,,,,,,FowlJa00,,,,,,,,1,58,1.4,9.7,6,0.1,10,0.2,2,20,2.0,0.5,3,,,0.0,,Career,6.0,,,,9,,,,16,,,261,78,,,,,,,,4.9,0.0,
Career,,,,,,28.0,,,1979-03-31,,,,,,,,,,,,,,,,,2.0,0.0,3.0,0.0,,88.0,60.0,6-3,,,,,,,,,,,,,,,,,,,Melvin Fowler,,,,,,,,,,FowlMe20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,300,,,,,,,,,,0.0,
Career,,,,,,14.0,38,,1982-05-20,,,,,,,,,,,,,,,,,0.0,2.0,1.0,9.0,,70.0,20.0,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Ryan Fowler,,,,1.0,,,,,,FowlRy20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,108,,,,,,,,,,,250,,,,,,,,,,9.0,0.0
Career,,,,,,18.0,39,,1983-03-27,,,,,,,,,,,,,,,,,0.0,3.0,3.0,9.0,,78.0,44.0,5-11,,,8.0,0.0,,,,,,,,45.0,,,,,,,Domonique Foxworth,,,,53.0,,,,,,FoxwDo20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,228,,,,,,,,,,,180,,,,,,,,,,9.0,103.0
Career,,,,,,0.0,0,,1982-10-08,,,,,,,,,,,,,,,,,,,,,,12.0,,5-10,,,,,,,,,,,,,,,,,,,Dustin Fox,,,,,,,,,,FoxxDu20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,7,,,,,,,,,,,190,,,,,,,,,,,
Career,,,,,,9.0,,,1988-05-02,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,37.0,16.0,6-6,,,,,,,,,,,,,,,,,,,Jason Fox,,,,,,,,,,FoxxJa20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,299,,,,,,,,,,0.0,
Career,,,,,,14.0,40.0,,1982-01-24,,,,,,,,,,,,,,,,,0.0,1.0,5.0,23.0,,98.0,7.0,6-3,,,1.0,1.0,,,,,,,,82.0,,,,,,,Keyaron Fox,,,,4.0,,,,,,FoxxKe20,,,,,,,,,,,,,,,,,,,,,,,1.0,,Career,141.0,,,,,,,,,,,235,,,,,,,,,,23.0,82.0
Career,,,,,,5.0,13,,1994-09-12,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,,36.0,4.0,6-3,,,,,,,,,,,,,,,,,,,Morgan Fox,,,,,,,,,,FoxxMo00,,,,,,,,,,,,,,,,,,,,,,,4.5,1.0,Career,29,,,,,,,,,,,275,,,,,,,,,,0.0,
Career,,,,,,11.0,32,,1979-10-09,,,,,,,,,,,,,,,,,0.0,0.0,1.0,23.0,,98.0,14.0,5-10,,,2.0,0.0,,,,,,,,25.0,,,,,,,Vernon Fox,,,,8.0,,,,,,FoxxVe20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,117,,,,,,,,,,,200,,,,,,,,,,23.0,21.0
Career,,,,,,58.0,,,1977-09-21,,,,,,,,,,,,,,,,,1.0,0.0,2.0,-17.0,,142.0,123.0,6-3,,,,,,,,,,,,,,,,,,,Hank Fraley,,,,,,,,,,FralHa20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,310,,,,,,,,,,-17.0,
Career,,,,,,6.0,27,,1984-02-06,,,,,,,,,,,,,,,,,0.0,2.0,1.0,3.0,,91.0,2.0,5-11,,,0.0,0.0,,,,,,,,0.0,,,,,,,Eric Frampton,,,,2.0,,,,,,FramEr99,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,84,,,,,,,,,,,204,,,,,,,,,,3.0,0.0
Career,,,,,,1.0,14.0,,1990-05-07,,,,,,,,,,,,,,,,,,,,,,9.0,,6-5,,,,,,,,,,,,,,,,,,,A.J. Francis,,,,,,,,,,FranA.00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,6.0,,,,,,,,,,,337,,,,,,,,,,,
Career,,,,,,11.0,36,,1983-07-05,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,75.0,23.0,6-2,,,4.0,0.0,,,,,,,,44.0,,,,,,,Aaron Francisco,,,,7.0,,,,,,FranAa20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,182,,,,,,,,,,,207,,,,,,,,,,0.0,71.0
Career,,,,,,5.0,0.0,,1993-01-11,,,,,,94.9,78,74,78.4,37,29,4,2,,9,5,,,,,,32.0,,6-1,,,,,,,,,1.0,1.0,55,,,,,,,,Andrew Franks,,,,,,,,,,FranAn01,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,10,10,,,,,,13,11,205,,,,,,,,,,,
Career,,,,,,48.0,61,,1980-08-27,,,,,,,,,,,,,,,,,0.0,3.0,1.0,0.0,,142.0,94.0,6-1,,,1.0,0.0,,,,,,,,10.0,,,,,,,Aubrayo Franklin,,,,10.0,,,,,,FranAu20,,,,,,,,,,,,,,,,,,,,,,,4.0,,Career,195,,,,,,,,,,,320,,,,,,,,,,0.0,10.0
Career,,51.0,51.0,,2353.0,22.0,,1.0,1978-01-06,,64.7,1.0,,,,,,,,,,,,,,3,,,,,122.0,98.0,6-6,0.0,,,,0.0,0.0,6.0,1.0,,,,,6.0,31.0,,,31,,Bubba Franks,,31.0,,,100.0,100.0,1.0,31.0,31.0,FranBu00,,,,,,,158.3,32,2347,19.2,9.0,262,2.1,,,,,,,32,,,,,Career,,,,,405,0.0,,,262,,,265,2347,0.0,,31.0,0.3,6.0,,,9.0,,
Career,,,,,475,1.0,2,,1986-11-15,,,,,,,,,,,,,,,,,,,,,,23.0,,6-0,,,0.0,0.0,,0.0,475.0,20.0,,,,0.0,32.0,,,,,,Coye Francies,,,,1.0,,,,,,FranCo99,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,8,,,,,,,,,,,180,,,,,,23.8,,,,,0.0
Career,,,,,203.0,6.0,9.0,,1987-10-08,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,52.0,5.0,6-0,,,3,0,,,,,,,,40,,,,28.0,,,Dominique Franks,,,,14,,,,,,FranDo99,,0.0,163.0,22.0,,,,,,,,,,,,,,,,,,,0.0,,Career,34.0,,,,,,,,,,,180,,,,,,,,7.4,,0.0,40
Career,,,,,,2.0,6,,1988-01-10,,,,,,,,,,,,,,,,,,,,,,24.0,,6-2,,,,,,,,,,,,,,,,,,,Jerry Franklin,,,,,,,,,,FranJe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,6,,,,,,,,,,,242,,,,,,,,,,,
Career,,,,,219,1.0,0,,1989-10-23,,80.0,,,,,,,,,,,,,,,2,0,0,0,,11.0,,5-10,,,,,,0,82,4,,,,,26,,,,10,51,Johnathan Franklin,,,,,,,,,,FranJo01,,,,,,,,0,30,2.7,7.5,4,0.4,19,1.7,1,107,5.6,9.7,1,,,0.0,,Career,3,,,,5,,,,23,,,205,137,,,,,20.5,,,6.0,0,
Career,,,,,,1.0,4,,1996-09-26,,,,,,,,,,,,,,,,,0,1,1,0,,16.0,,6-4,,,,,,,,,,,,,,,,,,,John Franklin-Myers,,,,,,,,,,FranJo02,,,,,,,,,,,,,,,,,,,,,,,2.0,,Career,6,,,,,,,,,,,288,,,,,,,,,,0,
Career,,,,,,0.0,0,,1996-01-01,,66.7,,,,,,,,,,,,,,,0,,,,,6.0,,6-4,,,,,,,,,,,,,,,,,32,,Jordan Franks,,,,,,,,,,FranJo03,,,,,,,,0,37,6.2,18.5,2,0.3,,,,,,,0,,,0.0,,Career,1,,,,3,,,,2,,,240,37,,,,,,,,18.5,,
Career,,,,,,0.0,3,,1989-02-08,,,,,,,,,,,,,,,,,,,,,,10.0,,6-2,,,,,,,,,,,,,,,,,,,Justin Francis,,,,,,,,,,FranJu00,,,,,,,,,,,,,,,,,,,,,,,3.0,,Career,7,,,,,,,,,,,270,,,,,,,,,,,
Career,,,,,,44.0,,,1987-12-16,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,90.0,89.0,6-6,,,,,,,,,,,,,,,,,,,Orlando Franklin,,,,,,,,,,FranOr00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,315,,,,,,,,,,0.0,
Career,,,,,,4.0,5,,1985-05-14,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,39.0,3.0,6-2,,,2.0,0.0,,,,,,,,1.0,,,,,,,Rob Francois,,,,3.0,,,,,,FranRo99,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,31,,,,,,,,,,,253,,,,,,,,,,0.0,1.0
Career,,,,,,0.0,1,,1988-09-26,,,,,,,,,,,,,,,,,,,,,,5.0,,6-0,,,,,,,,,,,,,,,,,,,Stephen Franklin,,,,,,,,,,FranSt00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1,,,,,,,,,,,235,,,,,,,,,,,
Career,,,,,99,1.0,,,1985-10-13,,41.2,,,,,,,,,,,,,,,0,,,,,13.0,1.0,6-0,,,,,,0,16,1,,,,,16,,,,42,,Will Franklin,,,,,,,,,,FranWi00,,,,,,,,0,83,6.4,11.9,7,0.5,,,,,,,0,,,,,Career,,,,,17,,,,7,,,200,83,,,,,16.0,,,11.9,,
Career,,,,,,3.0,15.0,,1996-07-02,,,,,,,,,,,,,,,,,,,,,,32.0,2.0,6-0,,,0.0,0.0,,,,,,,,0.0,,,,,,,Zaire Franklin,,,,1.0,,,,,,FranZa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,14.0,,,,,,,,,,,235,,,,,,,,,,,0.0
Career,,,,,,6.0,19,,1983-03-27,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,53.0,6.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Simon Fraser,,,,6.0,,,,,,FrasSi20,,,,,,,,,,,,,,,,,,,,,,,4.5,,Career,35,,,,,,,,,,,295,,,,,,,,,,0.0,0.0
Career,,,,,,5.0,19,,1982-06-29,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,61.0,,6-5,,,0.0,0.0,,,,,,,,0.0,,,,,,,Andre Frazier,,,,1.0,,,,,,FrazAn20,,,,,,,,,,,,,,,,,,,,,,,2.0,,Career,39,,,,,,,,,,,245,,,,,,,,,,0.0,0.0
Career,,,,,,3.0,21,,1994-08-11,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,44.0,2.0,6-0,,,0.0,0.0,,,,,,,,0.0,,,,,,,Kavon Frazier,,,,1.0,,,,,,FrazKa00,,,,,,,,,,,,,,,,,,,,,,,1.0,,Career,45,,,,,,,,,,,220,,,,,,,,,,0.0,0.0
Career,,,,,,1.0,2,,1990-02-10,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,5-10,,,,,,,,,,,,,,,,,,,Terrence Frederick,,,,,,,,,,FredTe00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,17,,,,,,,,,,,187,,,,,,,,,,,
Career,,,,,,61.0,,,1991-03-18,,,,,,,,,,,,,,,,,4.0,1.0,2.0,7.0,,96.0,96.0,6-4,,,,,,,,,,,,,,,,,,,Travis Frederick,,,,,,,,,,FredTr00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,320,,,,,,,,,,7.0,
Career,,,,,,47.0,1.0,,1992-03-15,,79.6,,,,,,,,,,,,,,,12,0.0,4.0,0.0,,77.0,59.0,5-8,,,,,,,,,,,,,,,,,44,75,Devonta Freeman,,,,,,,,,,FreeDe00,,,,,,,,11,2015,26.2,7.8,257,3.3,951,12.4,32,3972,4.2,51.6,43,,,0.0,,Career,3.0,,,,323,,,,1208,,,206,5987,,,,,,,,5.0,0.0,
Career,,,,,,57.0,,,1984-01-06,,,,,,,,,,,,,,,,,0.0,0.0,4.0,5.0,,124.0,114.0,6-6,,,,,,,,,,,,,,,,,,,Doug Free,,,,,,,,,,FreeDo20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,324,,,,,,,,,,5.0,
Career,,,,,,103.0,51.0,,1980-02-19,,,,,,,,,,,,,,,,,0.0,46.0,4.0,23.0,,218.0,157.0,6-1,,,0.0,0.0,,,,,,,,0.0,,,,,,,Dwight Freeney,,,,16.0,,,,,,FreeDw00,,,,,,,,,,,,,,,,,,,,,,,125.5,1.0,Career,299.0,,,,,,,,,,,268,,,,,,,,,,23.0,0.0
Career,,,,,,37.0,208,,1986-05-01,,,,,,,,,,,,,,,,,0.0,9.0,4.0,24.0,,70.0,70.0,6-0,,,4.0,2.0,,,,,,,,23.0,,,,,,,Jerrell Freeman,,,,22.0,,,,,,FreeJe00,,,,,,,,,,,,,,,,,,,,,,,12.0,,Career,390,,,,,,,,,,,235,,,,,,,,,,24.0,40.0
Career,,5.44,6.1,,,41.0,,2048,1988-01-13,,0.0,1179,,,,,,,,,,,9.0,,,38,0.0,13.0,-47.0,10.0,62.0,61.0,6-6,3.3,,,,68,,,,,,,,,95,,,1.0,33,Josh Freeman,,6.1,,,57.6,4.0,81,13873,6.8,FreeJo00,,,,,,25-36-0,77.6,0.0,-3.0,0.0,,0.0,0.0,205,3.3,4,946,4.6,15.3,4,,,0.0,,Career,,,,,2.0,112,,,205,,,240,943,690,,11.8,223.8,,,,4.6,-47.0,
